"nome_cientifico";"familia";"status"
"Sphaerorrhiza burchellii";"Gesneriaceae";"EN"
"Vanhouttea fruticulosa";"Gesneriaceae";"EN"
"Vanhouttea gardneri";"Gesneriaceae";"EN"
"Vanhouttea lanata";"Gesneriaceae";"EN"
"Vanhouttea leonii";"Gesneriaceae";"EN"
"Vanhouttea pendula";"Gesneriaceae";"EN"
"Gunnera herteri";"Gunneraceae";"EN"
"Braunia plicata";"Hedwigiaceae";"VU"
"Humiriastrum mussunungense";"Humiriaceae";"VU"
"Humiriastrum spiritu-sancti";"Humiriaceae";"EN"
"Hylocarpa heterocarpa";"Humiriaceae";"VU"
"Hypericum mutilum";"Hypericaceae";"VU"
"Vismia parviflora";"Hypericaceae";"EN"
"Neomarica itatiaica";"Iridaceae";"CR"
"Neomarica northiana";"Iridaceae";"EN"
"Pseudotrimezia brevistamina";"Iridaceae";"CR"
"Pseudotrimezia concava";"Iridaceae";"CR"
"Pseudotrimezia elegans";"Iridaceae";"CR"
"Pseudotrimezia fistulosa";"Iridaceae";"EN"
"Pseudotrimezia plicatifolia";"Iridaceae";"EN"
"Pseudotrimezia subtilis";"Iridaceae";"CR"
"Pseudotrimezia synandra";"Iridaceae";"EN"
"Pseudotrimezia tenuissima";"Iridaceae";"EN"
"Trimezia exillima";"Iridaceae";"EN"
"Isoetes bradei";"Isoetaceae";"EN"
"Isoetes luetzelburgii";"Isoetaceae";"EN"
"Isoetes ulei";"Isoetaceae";"CR"
"Jungermannia decolor";"Jungermanniaceae";"EN"
"Cunila incana";"Lamiaceae";"EN"
"Cyanocephalus apertiflorus";"Lamiaceae";"VU"
"Cyanocephalus caprariifolius";"Lamiaceae";"EN"
"Cyanocephalus delicatulus";"Lamiaceae";"EN"
"Cyanocephalus digitatus";"Lamiaceae";"EN"
"Cyanocephalus tagetifolius";"Lamiaceae";"EN"
"Cyanocephalus viaticus";"Lamiaceae";"EN"
"Eriope anamariae";"Lamiaceae";"EN"
"Eriope blanchetii";"Lamiaceae";"VU"
"Eriope cristalinae";"Lamiaceae";"CR"
"Eriope luetzelburgii";"Lamiaceae";"VU"
"Eriope machrisae";"Lamiaceae";"EN"
"Eriope obovata var. gracilis";"Lamiaceae";"EN"
"Hesperozygis ringens";"Lamiaceae";"VU"
"Hypenia aristulata";"Lamiaceae";"CR"
"Hypenia crispata";"Lamiaceae";"EN"
"Hypenia micrantha";"Lamiaceae";"EN"
"Hypenia subrosea";"Lamiaceae";"EN"
"Hyptidendron claussenii";"Lamiaceae";"EN"
"Hyptidendron conspersum";"Lamiaceae";"EN"
"Hyptidendron leucophyllum";"Lamiaceae";"VU"
"Hyptidendron roseum";"Lamiaceae";"CR"
"Hyptis alpestris";"Lamiaceae";"EN"
"Hyptis angustifolia";"Lamiaceae";"EN"
"Hyptis arenaria";"Lamiaceae";"VU"
"Hyptis bahiensis";"Lamiaceae";"EN"
"Hyptis colligata";"Lamiaceae";"EN"
"Hyptis cruciformis";"Lamiaceae";"EN"
"Hyptis frondosa";"Lamiaceae";"VU"
"Hyptis hamatidens";"Lamiaceae";"VU"
"Hyptis imbricatiformis";"Lamiaceae";"EN"
"Hyptis penaeoides";"Lamiaceae";"EN"
"Hyptis rhypidiophylla";"Lamiaceae";"EN"
"Leptohyptis pinheiroi";"Lamiaceae";"EN"
"Martianthus sancti-gabrielii";"Lamiaceae";"EN"
"Medusantha carvalhoi";"Lamiaceae";"VU"
"Oocephalus piranii";"Lamiaceae";"EN"
"Salvia benthamiana";"Lamiaceae";"EN"
"Salvia longibracteolata";"Lamiaceae";"CR"
"Salvia rivularis";"Lamiaceae";"VU"
"Vitex hypoleuca";"Lamiaceae";"EN"
"Vitex martii";"Lamiaceae";"VU"
"Vitex snethlagiana";"Lamiaceae";"CR"
"Vitex vauthieri";"Lamiaceae";"EN"
"Aiouea bracteata";"Lauraceae";"EN"
"Aniba ferrea";"Lauraceae";"EN"
"Aniba rosiodora";"Lauraceae";"EN"
"Aniba santalodora";"Lauraceae";"EN"
"Beilschmiedia angustifolia";"Lauraceae";"EN"
"Beilschmiedia fluminensis";"Lauraceae";"EN"
"Beilschmiedia rigida";"Lauraceae";"EN"
"Beilschmiedia vestita";"Lauraceae";"CR"
"Cinnamomum erythropus";"Lauraceae";"EN"
"Cinnamomum hatschbachii";"Lauraceae";"EN"
"Cinnamomum quadrangulum";"Lauraceae";"VU"
"Cryptocarya botelhensis";"Lauraceae";"EN"
"Cryptocarya citriformis";"Lauraceae";"EN"
"Cryptocarya sellowiana";"Lauraceae";"CR"
"Cryptocarya velloziana";"Lauraceae";"EN"
"Cryptocarya wiedensis";"Lauraceae";"CR"
"Dicypellium caryophyllaceum";"Lauraceae";"CR"
"Dicypellium manausense";"Lauraceae";"CR"
"Endlicheria coriacea";"Lauraceae";"EN"
"Endlicheria lhotzkyi";"Lauraceae";"VU"
"Mezilaurus decurrens";"Lauraceae";"EN"
"Mezilaurus duckei";"Lauraceae";"EN"
"Mezilaurus glabriantha";"Lauraceae";"CR"
"Mezilaurus itauba";"Lauraceae";"VU"
"Mezilaurus micrantha";"Lauraceae";"EN"
"Mezilaurus microphylla";"Lauraceae";"CR"
"Mezilaurus navalium";"Lauraceae";"CR"
"Mezilaurus vanderwerffii";"Lauraceae";"VU"
"Nectandra barbellata";"Lauraceae";"EN"
"Nectandra grisea";"Lauraceae";"VU"
"Nectandra paranaensis";"Lauraceae";"EN"
"Ocotea adamantina";"Lauraceae";"EN"
"Ocotea arenicola";"Lauraceae";"VU"
"Ocotea basicordatifolia";"Lauraceae";"EN"
"Ocotea beulahiae";"Lauraceae";"VU"
"Ocotea beyrichii";"Lauraceae";"VU"
"Ocotea bragai";"Lauraceae";"EN"
"Ocotea calliscypha";"Lauraceae";"EN"
"Ocotea catharinensis";"Lauraceae";"VU"
"Ocotea ciliata";"Lauraceae";"EN"
"Ocotea citrosmoides";"Lauraceae";"VU"
"Ocotea cryptocarpa";"Lauraceae";"EN"
"Ocotea douradensis";"Lauraceae";"EN"
"Ocotea duplocolorata";"Lauraceae";"CR"
"Ocotea estrellensis";"Lauraceae";"EN"
"Ocotea felix";"Lauraceae";"EN"
"Ocotea fragrantissima";"Lauraceae";"EN"
"Ocotea grandifructa";"Lauraceae";"CR"
"Ocotea hypoglauca";"Lauraceae";"CR"
"Ocotea itatiaiae";"Lauraceae";"EN"
"Ocotea kostermanniana";"Lauraceae";"EN"
"Ocotea marcescens";"Lauraceae";"EN"
"Ocotea marumbiensis";"Lauraceae";"EN"
"Ocotea mosenii";"Lauraceae";"VU"
"Ocotea odorata";"Lauraceae";"EN"
"Ocotea odorifera";"Lauraceae";"EN"
"Ocotea paranaensis";"Lauraceae";"EN"
"Ocotea pluridomatiata";"Lauraceae";"EN"
"Ocotea porosa";"Lauraceae";"EN"
"Ocotea ramosissima";"Lauraceae";"EN"
"Ocotea revolutifolia";"Lauraceae";"EN"
"Ocotea rohweri";"Lauraceae";"EN"
"Ocotea schwackeana";"Lauraceae";"EN"
"Ocotea serrana";"Lauraceae";"EN"
"Ocotea sperata";"Lauraceae";"CR"
"Ocotea sulcata";"Lauraceae";"VU"
"Ocotea tabacifolia";"Lauraceae";"EN"
"Ocotea thinicola";"Lauraceae";"CR"
"Ocotea vegrandis";"Lauraceae";"VU"
"Ocotea virgultosa";"Lauraceae";"EN"
"Persea fusca";"Lauraceae";"EN"
"Persea glabra";"Lauraceae";"EN"
"Persea microphylla";"Lauraceae";"VU"
"Persea obovata";"Lauraceae";"CR"
"Persea pedunculosa";"Lauraceae";"EN"
"Pleurothyrium amplifolium";"Lauraceae";"CR"
"Pleurothyrium prancei";"Lauraceae";"VU"
"Rhodostemonodaphne anomala";"Lauraceae";"EN"
"Rhodostemonodaphne capixabensis";"Lauraceae";"EN"
"Rhodostemonodaphne parvifolia";"Lauraceae";"VU"
"Rhodostemonodaphne recurva";"Lauraceae";"VU"
"Urbanodendron bahiense";"Lauraceae";"EN"
"Williamodendron cinnamomeum";"Lauraceae";"CR"
"Bertholletia excelsa";"Lecythidaceae";"VU"
"Cariniana ianeirensis";"Lecythidaceae";"EN"
"Cariniana legalis";"Lecythidaceae";"EN"
"Cariniana parvifolia";"Lecythidaceae";"EN"
"Couratari asterotricha";"Lecythidaceae";"EN"
"Couratari pyramidata";"Lecythidaceae";"EN"
"Eschweilera alvimii";"Lecythidaceae";"EN"
"Eschweilera complanata";"Lecythidaceae";"EN"
"Eschweilera compressa";"Lecythidaceae";"EN"
"Eschweilera mattos-silvae";"Lecythidaceae";"VU"
"Eschweilera rankiniae";"Lecythidaceae";"EN"
"Eschweilera romeu-cardosoi";"Lecythidaceae";"EN"
"Eschweilera sphaerocarpa";"Lecythidaceae";"CR"
"Eschweilera subcordata";"Lecythidaceae";"CR"
"Eschweilera tetrapetala";"Lecythidaceae";"EN"
"Gustavia longifolia";"Lecythidaceae";"EN"
"Lecythis schwackei";"Lecythidaceae";"CR"
"Blepharolejeunea securifolia";"Lejeuneaceae";"EN"
"Bromeliophila natans";"Lejeuneaceae";"EN"
"Drepanolejeunea aculeata";"Lejeuneaceae";"EN"
"Myriocoleopsis fluviatilis";"Lejeuneaceae";"VU"
"Genlisea lobata";"Lentibulariaceae";"EN"
"Utricularia geminiloba";"Lentibulariaceae";"VU"
"Utricularia tridentata";"Lentibulariaceae";"VU"
"Paracromastigum dusenii";"Lepidoziaceae";"EN"
"Linum smithii";"Linaceae";"EN"
"Aosa uleana";"Loasaceae";"CR"
"Spigelia amplexicaulis";"Loganiaceae";"EN"
"Spigelia cipoensis";"Loganiaceae";"CR"
"Spigelia flava";"Loganiaceae";"VU"
"Spigelia kuhlmannii";"Loganiaceae";"EN"
"Spigelia lundiana";"Loganiaceae";"EN"
"Spigelia vestita";"Loganiaceae";"EN"
"Strychnos dantaensis";"Loganiaceae";"CR"
"Strychnos jacarepiensis";"Loganiaceae";"CR"
"Diphasium jussiaei";"Lycopodiaceae";"EN"
"Palhinhaea bradei";"Lycopodiaceae";"EN"
"Phlegmariurus aqualupianus";"Lycopodiaceae";"EN"
"Phlegmariurus christii";"Lycopodiaceae";"EN"
"Phlegmariurus hemleri";"Lycopodiaceae";"CR"
"Phlegmariurus itambensis";"Lycopodiaceae";"EN"
"Phlegmariurus martii";"Lycopodiaceae";"EN"
"Phlegmariurus mollicomus";"Lycopodiaceae";"EN"
"Phlegmariurus mooreanus";"Lycopodiaceae";"EN"
"Phlegmariurus nudus";"Lycopodiaceae";"EN"
"Phlegmariurus regnellii";"Lycopodiaceae";"CR"
"Phlegmariurus ruber";"Lycopodiaceae";"CR"
"Phlegmariurus sellowianus";"Lycopodiaceae";"VU"
"Phlegmariurus taxifolius";"Lycopodiaceae";"EN"
"Phlegmariurus treitubensis";"Lycopodiaceae";"CR"
"Cuphea adenophylla";"Lythraceae";"CR"
"Cuphea arenarioides";"Lythraceae";"VU"
"Cuphea bahiensis";"Lythraceae";"EN"
"Cuphea cipoensis";"Lythraceae";"EN"
"Cuphea cuiabensis";"Lythraceae";"EN"
"Cuphea glaziovii";"Lythraceae";"EN"
"Cuphea lindmaniana";"Lythraceae";"EN"
"Cuphea rubrovirens";"Lythraceae";"CR"
"Cuphea teleandra";"Lythraceae";"CR"
"Diplusodon aggregatifolius";"Lythraceae";"EN"
"Diplusodon argyrophyllus";"Lythraceae";"CR"
"Diplusodon ericoides";"Lythraceae";"CR"
"Diplusodon glaziovii";"Lythraceae";"CR"
"Diplusodon gracilis";"Lythraceae";"CR"
"Diplusodon hatschbachii";"Lythraceae";"VU"
"Diplusodon minasensis";"Lythraceae";"EN"
"Diplusodon orbicularis";"Lythraceae";"VU"
"Diplusodon ovatus";"Lythraceae";"EN"
"Diplusodon panniculatus";"Lythraceae";"CR"
"Diplusodon retroimbricatus";"Lythraceae";"CR"
"Diplusodon villosissimus";"Lythraceae";"VU"
"Lafoensia glyptocarpa";"Lythraceae";"EN"
"Lafoensia nummularifolia";"Lythraceae";"VU"
"Acmanthera cowanii";"Malpighiaceae";"VU"
"Acmanthera fernandesii";"Malpighiaceae";"CR"
"Acmanthera latifolia";"Malpighiaceae";"VU"
"Acmanthera longifolia";"Malpighiaceae";"CR"
"Acmanthera parviflora";"Malpighiaceae";"EN"
"Banisteriopsis andersonii";"Malpighiaceae";"VU"
"Banisteriopsis arborea";"Malpighiaceae";"EN"
"Banisteriopsis basifixa";"Malpighiaceae";"VU"
"Banisteriopsis cipoensis";"Malpighiaceae";"EN"
"Banisteriopsis hatschbachii";"Malpighiaceae";"EN"
"Banisteriopsis hirsuta";"Malpighiaceae";"EN"
"Banisteriopsis magdalenensis";"Malpighiaceae";"CR"
"Banisteriopsis pseudojanusia";"Malpighiaceae";"CR"
"Banisteriopsis sellowiana";"Malpighiaceae";"VU"
"Bunchosia itacarensis";"Malpighiaceae";"CR"
"Bunchosia pernambucana";"Malpighiaceae";"EN"
"Byrsonima alvimii";"Malpighiaceae";"EN"
"Byrsonima brachybotrya";"Malpighiaceae";"VU"
"Byrsonima cipoensis";"Malpighiaceae";"EN"
"Byrsonima fonsecae";"Malpighiaceae";"EN"
"Byrsonima frondosa";"Malpighiaceae";"EN"
"Byrsonima hirsuta";"Malpighiaceae";"EN"
"Byrsonima lanulosa";"Malpighiaceae";"EN"
"Byrsonima martiana";"Malpighiaceae";"CR"
"Byrsonima microphylla";"Malpighiaceae";"EN"
"Byrsonima minarum";"Malpighiaceae";"EN"
"Byrsonima onishiana";"Malpighiaceae";"EN"
"Byrsonima rodriguesii";"Malpighiaceae";"EN"
"Byrsonima souzae";"Malpighiaceae";"EN"
"Byrsonima spinensis";"Malpighiaceae";"EN"
"Byrsonima vernicosa";"Malpighiaceae";"VU"
"Camarea elongata";"Malpighiaceae";"VU"
"Camarea humifusa";"Malpighiaceae";"EN"
"Camarea linearifolia";"Malpighiaceae";"CR"
"Diplopterys sepium";"Malpighiaceae";"EN"
"Heladena multiflora";"Malpighiaceae";"EN"
"Heteropterys admirabilis";"Malpighiaceae";"EN"
"Heteropterys aliciae";"Malpighiaceae";"CR"
"Heteropterys bahiensis";"Malpighiaceae";"CR"
"Heteropterys brasiliensis";"Malpighiaceae";"EN"
"Heteropterys bullata";"Malpighiaceae";"EN"
"Heteropterys capixaba";"Malpighiaceae";"EN"
"Heteropterys conformis";"Malpighiaceae";"CR"
"Heteropterys crinigera";"Malpighiaceae";"VU"
"Heteropterys dusenii";"Malpighiaceae";"VU"
"Heteropterys fragilis";"Malpighiaceae";"EN"
"Heteropterys hatschbachii";"Malpighiaceae";"CR"
"Heteropterys marginata";"Malpighiaceae";"EN"
"Heteropterys megaptera";"Malpighiaceae";"EN"
"Heteropterys oberdanii";"Malpighiaceae";"VU"
"Heteropterys sanctorum";"Malpighiaceae";"CR"
"Heteropterys sincorensis";"Malpighiaceae";"EN"
"Heteropterys ternstroemiifolia";"Malpighiaceae";"EN"
"Heteropterys thyrsoidea";"Malpighiaceae";"EN"
"Hiraea bullata";"Malpighiaceae";"VU"
"Janusia diminuta";"Malpighiaceae";"CR"
"Janusia linearifolia";"Malpighiaceae";"VU"
"Janusia occhionii";"Malpighiaceae";"EN"
"Janusia schwannioides";"Malpighiaceae";"EN"
"Lophanthera pendula";"Malpighiaceae";"EN"
"Mezia araujoi";"Malpighiaceae";"EN"
"Peixotoa adenopoda";"Malpighiaceae";"EN"
"Peixotoa andersonii";"Malpighiaceae";"CR"
"Peixotoa bahiana";"Malpighiaceae";"CR"
"Peixotoa barnebyi";"Malpighiaceae";"EN"
"Peixotoa catarinensis";"Malpighiaceae";"EN"
"Peixotoa cipoana";"Malpighiaceae";"EN"
"Peixotoa psilophylla";"Malpighiaceae";"VU"
"Pterandra evansii";"Malpighiaceae";"VU"
"Stigmaphyllon affine";"Malpighiaceae";"VU"
"Stigmaphyllon bradei";"Malpighiaceae";"CR"
"Stigmaphyllon carautae";"Malpighiaceae";"CR"
"Stigmaphyllon crenatum";"Malpighiaceae";"EN"
"Stigmaphyllon glabrum";"Malpighiaceae";"CR"
"Stigmaphyllon harleyi";"Malpighiaceae";"EN"
"Stigmaphyllon macedoanum";"Malpighiaceae";"CR"
"Stigmaphyllon matogrossense";"Malpighiaceae";"CR"
"Stigmaphyllon vitifolium";"Malpighiaceae";"CR"
"Thryallis laburnum";"Malpighiaceae";"VU"
"Thryallis parviflora";"Malpighiaceae";"EN"
"Abutilon anodoides";"Malvaceae";"EN"
"Abutilon esculentum";"Malvaceae";"EN"
"Abutilon macrophyllum";"Malvaceae";"CR"
"Abutilon nigricans";"Malvaceae";"CR"
"Apeiba trombetensis";"Malvaceae";"CR"
"Bastardiopsis grewiifolia";"Malvaceae";"CR"
"Callianthe bezerrae";"Malvaceae";"EN"
"Callianthe latipetala";"Malvaceae";"EN"
"Callianthe sellowiana";"Malvaceae";"EN"
"Calyculogygas uruguayensis";"Malvaceae";"EN"
"Calyptraemalva catharinensis";"Malvaceae";"EN"
"Catostemma albuquerquei";"Malvaceae";"EN"
"Ceiba crispiflora";"Malvaceae";"EN"
"Ceiba rubriflora";"Malvaceae";"EN"
"Christiana macrodon";"Malvaceae";"EN"
"Eriotheca bahiensis";"Malvaceae";"EN"
"Eriotheca dolichopoda";"Malvaceae";"VU"
"Eriotheca longipedicellata";"Malvaceae";"VU"
"Eriotheca longipes";"Malvaceae";"EN"
"Eriotheca parvifolia";"Malvaceae";"EN"
"Eriotheca saxicola";"Malvaceae";"CR"
"Gaya gaudichaudiana";"Malvaceae";"EN"
"Gossypium mustelinum";"Malvaceae";"EN"
"Hibiscus peterianus";"Malvaceae";"EN"
"Hochreutinera hasslerana";"Malvaceae";"EN"
"Mollia nitida";"Malvaceae";"VU"
"Monteiroa smithii";"Malvaceae";"EN"
"Pachira calophylla";"Malvaceae";"EN"
"Pachira moreirae";"Malvaceae";"CR"
"Pachira tocantina";"Malvaceae";"EN"
"Pavonia almasana";"Malvaceae";"EN"
"Pavonia cauliflora";"Malvaceae";"CR"
"Pavonia ciliata";"Malvaceae";"CR"
"Pavonia crassipedicellata";"Malvaceae";"EN"
"Pavonia crispa";"Malvaceae";"CR"
"Pavonia ducke-limae";"Malvaceae";"CR"
"Pavonia gerleniae";"Malvaceae";"CR"
"Pavonia goetheoides";"Malvaceae";"EN"
"Pavonia grazielae";"Malvaceae";"VU"
"Pavonia hatschbachii";"Malvaceae";"EN"
"Pavonia macrobracteolata";"Malvaceae";"CR"
"Pavonia morii";"Malvaceae";"EN"
"Pavonia sancti";"Malvaceae";"CR"
"Pavonia semiserrata";"Malvaceae";"EN"
"Pavonia spectabilis";"Malvaceae";"CR"
"Pavonia spiciformis";"Malvaceae";"EN"
"Pavonia stipularis";"Malvaceae";"CR"
"Pseudobombax calcicola";"Malvaceae";"EN"
"Pseudobombax petropolitanum";"Malvaceae";"EN"
"Quararibea angustifolia";"Malvaceae";"EN"
"Waltheria polyantha";"Malvaceae";"CR"
"Goeppertia dorothyae";"Marantaceae";"CR"
"Goeppertia fatimae";"Marantaceae";"VU"
"Goeppertia reginae";"Marantaceae";"CR"
"Goeppertia sphaerocephala";"Marantaceae";"EN"
"Goeppertia tuberosa";"Marantaceae";"EN"
"Goeppertia widgrenii";"Marantaceae";"EN"
"Ischnosiphon ovatus";"Marantaceae";"EN"
"Saranthe composita";"Marantaceae";"VU"
"Marcgravia comosa";"Marcgraviaceae";"EN"
"Marchantia berteroana";"Marchantiaceae";"EN"
"Regnellidium diphyllum";"Marsileaceae";"VU"
"Bellucia nigricans";"Melastomataceae";"VU"
"Bertolonia angustifolia";"Melastomataceae";"CR"
"Bertolonia formosa";"Melastomataceae";"CR"
"Bertolonia foveolata";"Melastomataceae";"EN"
"Bertolonia hoehneana";"Melastomataceae";"CR"
"Bertolonia leuzeana";"Melastomataceae";"EN"
"Bertolonia organensis";"Melastomataceae";"CR"
"Bertolonia paranaensis";"Melastomataceae";"EN"
"Bertolonia valenteana";"Melastomataceae";"CR"
"Cambessedesia atropurpurea";"Melastomataceae";"VU"
"Cambessedesia gracilis";"Melastomataceae";"EN"
"Cambessedesia hermogenesii";"Melastomataceae";"EN"
"Cambessedesia weddellii";"Melastomataceae";"VU"
"Cambessedesia wurdackii";"Melastomataceae";"VU"
"Eriocnema acaulis";"Melastomataceae";"EN"
"Huberia carvalhoi";"Melastomataceae";"EN"
"Huberia cordifolia";"Melastomataceae";"EN"
"Huberia corymbosa";"Melastomataceae";"EN"
"Huberia edmundoi";"Melastomataceae";"CR"
"Huberia espiritosantensis";"Melastomataceae";"VU"
"Huberia glazioviana";"Melastomataceae";"EN"
"Huberia hirsuta";"Melastomataceae";"VU"
"Huberia huberioides";"Melastomataceae";"EN"
"Huberia limae";"Melastomataceae";"VU"
"Huberia magdalenensis";"Melastomataceae";"VU"
"Huberia minor";"Melastomataceae";"EN"
"Huberia mourae";"Melastomataceae";"VU"
"Huberia organensis";"Melastomataceae";"EN"
"Huberia piranii";"Melastomataceae";"EN"
"Lavoisiera cordata";"Melastomataceae";"VU"
"Lavoisiera nervulosa";"Melastomataceae";"EN"
"Leandra alpestris";"Melastomataceae";"VU"
"Leandra altomacaensis";"Melastomataceae";"CR"
"Leandra atroviridis";"Melastomataceae";"EN"
"Leandra breviflora";"Melastomataceae";"EN"
"Leandra chaetocalyx";"Melastomataceae";"VU"
"Leandra cogniauxii";"Melastomataceae";"EN"
"Leandra dentata";"Melastomataceae";"EN"
"Leandra fallacissima";"Melastomataceae";"EN"
"Leandra hatschbachii";"Melastomataceae";"EN"
"Leandra loligomorpha";"Melastomataceae";"CR"
"Leandra magdalenensis";"Melastomataceae";"EN"
"Leandra mollis";"Melastomataceae";"EN"
"Leandra mourae";"Melastomataceae";"CR"
"Leandra multisetosa";"Melastomataceae";"VU"
"Leandra niangaeformis";"Melastomataceae";"EN"
"Leandra organensis";"Melastomataceae";"EN"
"Leandra pennipilis";"Melastomataceae";"EN"
"Leandra rubida";"Melastomataceae";"VU"
"Leandra sphaerocarpa";"Melastomataceae";"VU"
"Leandra xantholasia";"Melastomataceae";"EN"
"Macairea cuieirasii";"Melastomataceae";"EN"
"Marcetia alba";"Melastomataceae";"CR"
"Marcetia bahiana";"Melastomataceae";"EN"
"Marcetia formosa";"Melastomataceae";"EN"
"Marcetia hatschbachii";"Melastomataceae";"EN"
"Marcetia luetzelburgii";"Melastomataceae";"EN"
"Marcetia lychnophoroides";"Melastomataceae";"EN"
"Marcetia nummularia";"Melastomataceae";"EN"
"Marcetia oxycoccoides";"Melastomataceae";"EN"
"Marcetia semiriana";"Melastomataceae";"EN"
"Marcetia shepherdii";"Melastomataceae";"EN"
"Marcetia viscida";"Melastomataceae";"VU"
"Meriania calophylla";"Melastomataceae";"EN"
"Meriania calyptrata";"Melastomataceae";"EN"
"Meriania excelsa";"Melastomataceae";"CR"
"Meriania glabra";"Melastomataceae";"VU"
"Meriania glazioviana";"Melastomataceae";"EN"
"Meriania inflata";"Melastomataceae";"CR"
"Meriania longipes";"Melastomataceae";"EN"
"Meriania robusta";"Melastomataceae";"EN"
"Merianthera burlemarxii";"Melastomataceae";"EN"
"Merianthera eburnea";"Melastomataceae";"EN"
"Merianthera pulchra";"Melastomataceae";"VU"
"Merianthera sipolisii";"Melastomataceae";"VU"
"Merianthera verrucosa";"Melastomataceae";"EN"
"Miconia angelana";"Melastomataceae";"VU"
"Miconia bradeana";"Melastomataceae";"EN"
"Miconia capixaba";"Melastomataceae";"EN"
"Miconia castaneiflora";"Melastomataceae";"VU"
"Miconia cinerea";"Melastomataceae";"CR"
"Miconia cipoensis";"Melastomataceae";"EN"
"Miconia comptifolia";"Melastomataceae";"EN"
"Miconia cowanii";"Melastomataceae";"EN"
"Miconia elaeodendron";"Melastomataceae";"VU"
"Miconia laevigata";"Melastomataceae";"EN"
"Miconia lurida";"Melastomataceae";"EN"
"Miconia mendoncae";"Melastomataceae";"VU"
"Miconia molesta";"Melastomataceae";"EN"
"Miconia penduliflora";"Melastomataceae";"EN"
"Miconia picinguabensis";"Melastomataceae";"CR"
"Miconia rondoniensis";"Melastomataceae";"EN"
"Miconia rufipila";"Melastomataceae";"CR"
"Miconia subvernicosa";"Melastomataceae";"VU"
"Miconia umbrosa";"Melastomataceae";"EN"
"Miconia valentinensis";"Melastomataceae";"CR"
"Microlicia canastrensis";"Melastomataceae";"EN"
"Microlicia cuspidifolia";"Melastomataceae";"CR"
"Microlicia flava";"Melastomataceae";"EN"
"Microlicia glazioviana";"Melastomataceae";"EN"
"Microlicia humilis";"Melastomataceae";"VU"
"Microlicia macedoi";"Melastomataceae";"EN"
"Microlicia microphylla";"Melastomataceae";"CR"
"Microlicia obtusifolia";"Melastomataceae";"EN"
"Microlicia psammophila";"Melastomataceae";"EN"
"Mouriri arenicola";"Melastomataceae";"CR"
"Mouriri bahiensis";"Melastomataceae";"EN"
"Mouriri doriana";"Melastomataceae";"EN"
"Mouriri gardneri";"Melastomataceae";"VU"
"Mouriri pranceana";"Melastomataceae";"VU"
"Mouriri regeliana";"Melastomataceae";"EN"
"Ossaea suprabasalis";"Melastomataceae";"EN"
"Ossaea warmingiana";"Melastomataceae";"VU"
"Pleiochiton micranthum";"Melastomataceae";"VU"
"Pleiochiton parvifolium";"Melastomataceae";"EN"
"Pleroma apparicioi";"Melastomataceae";"EN"
"Pleroma axillare";"Melastomataceae";"EN"
"Pleroma benthamianum";"Melastomataceae";"EN"
"Pleroma bergianum";"Melastomataceae";"EN"
"Pleroma boraceiense";"Melastomataceae";"VU"
"Pleroma boudetii";"Melastomataceae";"EN"
"Pleroma castellense";"Melastomataceae";"CR"
"Pleroma cleistoflorum";"Melastomataceae";"CR"
"Pleroma cristatum";"Melastomataceae";"EN"
"Pleroma elegans";"Melastomataceae";"EN"
"Pleroma fragae";"Melastomataceae";"CR"
"Pleroma goldenbergii";"Melastomataceae";"CR"
"Pleroma hirsutissimum";"Melastomataceae";"CR"
"Pleroma integerrimum";"Melastomataceae";"EN"
"Pleroma kuhlmannii";"Melastomataceae";"CR"
"Pleroma maximilianum";"Melastomataceae";"EN"
"Pleroma minus";"Melastomataceae";"VU"
"Pleroma mirabile";"Melastomataceae";"EN"
"Pleroma pallidum";"Melastomataceae";"CR"
"Pleroma quartzophilum";"Melastomataceae";"EN"
"Pleroma riedelianum";"Melastomataceae";"EN"
"Pleroma rigidulum";"Melastomataceae";"EN"
"Pleroma thereminianum";"Melastomataceae";"EN"
"Pleroma virgatum";"Melastomataceae";"CR"
"Pleroma wurdackianum";"Melastomataceae";"VU"
"Rhynchanthera latifolia";"Melastomataceae";"VU"
"Rupestrea carvalhoana";"Melastomataceae";"CR"
"Rupestrea johnwurdackiana";"Melastomataceae";"EN"
"Tococa macroptera";"Melastomataceae";"VU"
"Trembleya calycina";"Melastomataceae";"EN"
"Trembleya chamissoana";"Melastomataceae";"EN"
"Trembleya hatschbachii";"Melastomataceae";"EN"
"Trembleya pentagona";"Melastomataceae";"VU"
"Trembleya pithyoides";"Melastomataceae";"CR"
"Cedrela fissilis";"Meliaceae";"VU"
"Cedrela odorata";"Meliaceae";"VU"
"Guarea gracilis";"Meliaceae";"VU"
"Swietenia macrophylla";"Meliaceae";"VU"
"Trichilia blanchetii";"Meliaceae";"VU"
"Trichilia florbranca";"Meliaceae";"CR"
"Trichilia magnifoliola";"Meliaceae";"VU"
"Trichilia micropetala";"Meliaceae";"EN"
"Trichilia stellato-tomentosa";"Meliaceae";"VU"
"Disciphania sagittaria";"Menispermaceae";"EN"
"Emmotum floribundum";"Metteniusaceae";"VU"
"Metzgeria hegewaldii";"Metzgeriaceae";"EN"
"Microtea bahiensis";"Microteaceae";"EN"
"Microtea papilosa";"Microteaceae";"VU"
"Macropeplus friburgensis";"Monimiaceae";"CR"
"Mollinedia acutissima";"Monimiaceae";"VU"
